"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"23 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"CYBERGUN BSA 2";"FR0013340817";"CYBBT";"Euronext Growth Paris";"EUR";"0.20";"0.20";"0.20";"0.20";"12/12/2018 13:26";"CET";"300";"60.00"
"D''IETEREN";"BE0974259880";"DIE";"Euronext Brussels";"EUR";"34.82";"34.86";"34.14";"34.20";"22/01/2019 17:35";"CET";"15998";"550458.74"
"D.L.S.I.";"FR0010404368";"ALDLS";"Euronext Growth Paris";"EUR";"16.45";"16.70";"16.40";"16.70";"22/01/2019 16:39";"CET";"303";"4992.15"
"D2L GROUP";"FR0012336675";"MLGEL";"Euronext Access Paris";"EUR";"3.10";"3.10";"3.10";"3.10";"28/12/2018 16:30";"CET";"1";"3.10"
"DALET";"FR0011026749";"DLT";"Euronext Paris";"EUR";"12.40";"12.40";"12.40";"12.40";"22/01/2019 14:20";"CET";"131";"1624.40"
"DAMARIS";"FR0000077885";"MLDAM";"Euronext Access Paris";"EUR";"1.62";"1.62";"1.62";"1.62";"01/11/2018 11:30";"CET";"168";"272.16"
"DAMARTEX";"FR0000185423";"ALDAR";"Euronext Growth Paris";"EUR";"17.95";"17.95";"17.65";"17.90";"22/01/2019 15:03";"CET";"231";"4109.15"
"DANONE";"FR0000120644";"BN";"Euronext Paris";"EUR";"62.93";"63.47";"62.52";"62.81";"22/01/2019 17:35";"CET";"1225102";"77008307.86"
"DASSAULT AVIATION";"FR0000121725";"AM";"Euronext Paris";"EUR";"1301.00";"1301.00";"1272.00";"1281.00";"22/01/2019 17:35";"CET";"3814";"4884720.00"
"DASSAULT SYST NV19";"FR0013391943";"DSYNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"DASSAULT SYSTEMES";"FR0000130650";"DSY";"Euronext Paris";"EUR";"111.65";"112.15";"109.60";"110.20";"22/01/2019 17:35";"CET";"230382";"25475463.90"
"DATBIM";"FR0004177939";"MLDTB";"Euronext Access Paris";"EUR";"1.68";"1.68";"1.68";"1.68";"21/12/2018 16:30";"CET";"100";"168.00"
"DBT";"FR0013066750";"ALDBT";"Euronext Growth Paris";"EUR";"1.274";"1.42";"1.27";"1.356";"22/01/2019 17:13";"CET";"102905";"140142.86"
"DBV TECHNOLOGIES";"FR0010417345";"DBV";"Euronext Paris";"EUR";"11.80";"11.97";"11.27";"11.31";"22/01/2019 17:37";"CET";"531254";"6142430.94"
"DEBFLEX";"FR0010776658";"MLDEX";"Euronext Access Paris";"EUR";"2.68";"2.68";"2.42";"2.42";"05/12/2018 16:30";"CET";"537";"1299.80"
"DECEUNINCK";"BE0003789063";"DECB";"Euronext Brussels";"EUR";"2.105";"2.11";"2.075";"2.10";"22/01/2019 17:35";"CET";"40506";"84835.38"
"DEINOVE";"FR0010879056";"ALDEI";"Euronext Growth Paris";"EUR";"1.70";"1.70";"1.642";"1.668";"22/01/2019 17:29";"CET";"19362";"32099.05"
"DELFINGEN";"FR0000054132";"ALDEL";"Euronext Growth Paris";"EUR";"21.80";"21.80";"21.80";"21.80";"22/01/2019 09:00";"CET";"1";"21.80"
"DELTA DRONE";"FR0011522168";"ALDR";"Euronext Growth Paris";"EUR";"0.126";"0.1288";"0.1248";"0.127";"22/01/2019 17:35";"CET";"303777";"38281.49"
"DELTA DRONE BSA";"FR0013239977";"ALDBS";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"DELTA PLUS GROUP";"FR0013283108";"DLTA";"Euronext Paris";"EUR";"38.60";"39.00";"37.80";"37.80";"22/01/2019 17:35";"CET";"774";"29821.40"
"DERICHEBOURG";"FR0000053381";"DBG";"Euronext Paris";"EUR";"3.96";"4.016";"3.918";"3.944";"22/01/2019 17:39";"CET";"279834";"1107507.89"
"DESIGN YOUR HOME";"SE0007045380";"MLDYH";"Euronext Access Paris";"EUR";"0.11";"0.12";"0.11";"0.12";"27/11/2018 16:44";"CET";"22581";"2588.91"
"DEUTSCHE TELEKOM";"DE0005557508";"DTEL";"Traded not listed Brussels";"EUR";"14.415";"14.415";"14.40";"14.405";"22/01/2019 09:00";"CET";"2516";"36258.74"
"DEVERNOIS";"FR0000060840";"ALDEV";"Euronext Growth Paris";"EUR";"67.00";"67.00";"67.00";"67.00";"21/12/2018 16:30";"CET";"30";"2010.00"
"DEVOTEAM";"FR0000073793";"DVT";"Euronext Paris";"EUR";"94.90";"95.70";"94.20";"95.00";"22/01/2019 17:35";"CET";"4934";"468245.10"
"DEXIA";"BE0974290224";"DEXB";"Euronext Brussels";"EUR";"3.62";"3.62";"3.60";"3.62";"22/01/2019 17:26";"CET";"997";"3605.78"
"DGB GROUP N.V.";"NL0009169515";"DGB";"Euronext Amsterdam";"EUR";"0.81";"0.828";"0.79";"0.80";"22/01/2019 15:53";"CET";"2111";"1679.93"
"DIAGEO";"GB0002374006";"DGE";"Euronext Paris";"EUR";"31.945";"31.945";"31.015";"31.055";"21/01/2019 10:27";"CET";"949";"29474.71"
"DIAGNOSTIC MEDICAL";"FR0012202497";"DGM";"Euronext Paris";"EUR";"1.16";"1.17";"1.12";"1.17";"22/01/2019 17:19";"CET";"24467";"28124.79"
"DIEGEM KENNEDYCERT";"BE0003698124";"DIEG";"Euronext Brussels";"EUR";"115.70";"115.70";"115.70";"115.70";"17/01/2019 16:30";"CET";"71";"8214.70"
"DIETSWELL";"FR0010377127";"ALDIE";"Euronext Growth Paris";"EUR";"0.995";"1.20";"0.975";"1.18";"22/01/2019 17:35";"CET";"332765";"369459.54"
"DIGIGRAM";"FR0000035784";"DIG";"Euronext Paris";"EUR";"0.90";"0.90";"0.90";"0.90";"21/01/2019 16:30";"CET";"577";"519.30"
"DIGITECH";"FR0000079824";"MLDIG";"Euronext Access Paris";"EUR";"1.30";"1.30";"1.30";"1.30";"01/08/2018 11:30";"CET";"400";"520.00"
"DISTRI-LAND CERT";"BE0003605160";"DISL";"Euronext Brussels";"EUR";"150.32";"150.32";"150.32";"150.32";"14/01/2019 16:30";"CET";"5";"751.60"
"DNXCORP";"FR0010436584";"DNX";"Euronext Paris";"EUR";"5.52";"5.78";"5.50";"5.74";"22/01/2019 17:25";"CET";"5560";"31374.82"
"DOCK.PETR.AMBES AM";"FR0000065260";"DPAM";"Euronext Paris";"EUR";"480.00";"480.00";"480.00";"480.00";"22/01/2019 16:30";"CET";"3";"1440.00"
"DOLPHIN INTEGRAT.";"FR0004022754";"ALDOL";"Euronext Growth Paris";"EUR";"3.60";"3.66";"3.60";"3.66";"16/08/2018 16:48";"CET";"1344";"4918.92"
"DONTNOD";"FR0013331212";"ALDNE";"Euronext Growth Paris";"EUR";"18.19";"18.19";"16.40";"17.00";"22/01/2019 17:35";"CET";"3926";"67513.16"
"DPA GROUP";"NL0009197771";"DPA";"Euronext Amsterdam";"EUR";"1.34";"1.355";"1.315";"1.355";"22/01/2019 17:27";"CET";"11273";"14928.47"
"DRONE VOLT";"FR0013088606";"ALDRV";"Euronext Growth Paris";"EUR";"0.207";"0.216";"0.207";"0.214";"22/01/2019 17:35";"CET";"558466";"118182.26"
"DRONE VOLT BS";"FR0012860542";"DRVBS";"Euronext Growth Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"31/03/2017 16:00";"CET";"1500";"450.00"
"DSM KON";"NL0000009827";"DSM";"Euronext Amsterdam";"EUR";"80.42";"81.32";"80.02";"80.64";"22/01/2019 17:36";"CET";"500776";"40350467.68"
"DUTCH STAR C SHAR";"NL0012747059";"DSC1";"Euronext Amsterdam";"EUR";"9.20";"9.20";"9.20";"9.20";"09/01/2019 15:30";"CET";"5600";"51520.00"
"DUTCH STAR C WAR";"NL0012747067";"DSC1W";"Euronext Amsterdam";"EUR";"0.31";"0.31";"0.30";"0.30";"09/01/2019 11:34";"CET";"15000";"4560.00"
"DWC 3.0";"IT0005154635";"MLDWC";"Euronext Access Paris";"EUR";"1.25";"1.25";"1.13";"1.13";"09/05/2018 16:30";"CET";"3";"3.51"
"DYNAFOND";"FR0000052920";"MLDYN";"Euronext Access Paris";"EUR";"5.05";"5.05";"5.05";"5.05";"18/01/2019 11:30";"CET";"1";"5.05"
"DYNEX ENERGY SA";"LU0881232630";"MLDYX";"Euronext Access Paris";"EUR";"3.14";"3.14";"3.14";"3.14";"10/12/2018 11:30";"CET";"10";"31.40"
"E.ON SE";"DE000ENAG999";"EON";"Traded not listed Brussels";"EUR";"8.96";"9.167";"8.96";"9.167";"22/01/2019 09:00";"CET";"5";"45.63"
"EASE2PAY NV";"NL0000345627";"EAS2P";"Euronext Amsterdam";"EUR";"1.575";"1.575";"1.545";"1.55";"22/01/2019 17:28";"CET";"9989";"15620.08"
"EASSON HOLDINGS";"HK0000038783";"MLEAS";"Euronext Access Paris";"EUR";"2.54";"2.54";"2.54";"2.54";"22/01/2019 16:30";"CET";"12";"30.48"
"EASYVISTA";"FR0010246322";"ALEZV";"Euronext Growth Paris";"EUR";"36.60";"36.80";"36.60";"36.80";"22/01/2019 09:52";"CET";"2";"73.40"
"EAUX DE DOUAI";"FR0005142999";"MLEAU";"Euronext Access Paris";"EUR";"122.00";"122.00";"122.00";"122.00";"15/01/2019 11:30";"CET";"2";"244.00"
"EAUX DE ROYAN";"FR0007200100";"MLEDR";"Euronext Access Paris";"EUR";"155.00";"155.00";"155.00";"155.00";"22/01/2019 11:30";"CET";"200";"31000.00"
"EAVS";"FR0010536185";"MLEAV";"Euronext Access Paris";"EUR";"13.95";"13.95";"13.95";"13.95";"23/07/2010 15:00";"CET";"10";"139.50"
"ECA";"FR0010099515";"ECASA";"Euronext Paris";"EUR";"13.40";"13.40";"12.75";"12.75";"22/01/2019 13:11";"CET";"643";"8313.75"
"ECKERT-ZIEGLER BG";"BE0974300320";"EZBG";"Euronext Brussels";"EUR";"14.70";"15.70";"14.70";"15.70";"22/01/2019 16:05";"CET";"8980";"137381.10"
"ECOLUTIONS";"DE000A0XYM45";"MLECO";"Euronext Access Paris";"EUR";"1.25";"1.25";"1.25";"1.25";"21/12/2016 15:00";"CET";"100";"125.00"
"ECONOCOM GROUP";"BE0974313455";"ECONB";"Euronext Brussels";"EUR";"3.078";"3.14";"3.062";"3.08";"22/01/2019 17:35";"CET";"84894";"263210.18"
"ECOSLOPS";"FR0011490648";"ALESA";"Euronext Growth Paris";"EUR";"11.40";"11.50";"11.40";"11.50";"22/01/2019 10:39";"CET";"201";"2311.40"
"EDENRED";"FR0010908533";"EDEN";"Euronext Paris";"EUR";"36.53";"37.05";"36.45";"36.52";"22/01/2019 17:35";"CET";"385242";"14109000.54"
"EDENRED NV19";"FR0013391950";"EDENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"EDF";"FR0010242511";"EDF";"Euronext Paris";"EUR";"14.10";"14.125";"13.975";"14.055";"22/01/2019 17:35";"CET";"1100519";"15471920.68"
"EDITIONS DU SIGNE";"FR0000052755";"MLEDS";"Euronext Access Paris";"EUR";"0.67";"0.67";"0.67";"0.67";"09/01/2019 11:30";"CET";"857";"574.19"
"EDP";"PTEDP0AM0009";"EDP";"Euronext Lisbon";"EUR";"3.022";"3.04";"3.004";"3.04";"22/01/2019 22:35";"BST";"5916406";"17897335.28"
"EDP RENOVAVEIS";"ES0127797019";"EDPR";"Euronext Lisbon";"EUR";"7.90";"7.98";"7.90";"7.98";"22/01/2019 22:38";"BST";"38255";"304015.54"
"EDUNIVERSAL";"FR0010439265";"MLEDU";"Euronext Access Paris";"EUR";"8.42";"8.42";"8.42";"8.42";"18/04/2012 15:00";"CET";"850";"7157.00"
"EES";"FR0010945733";"MLEES";"Euronext Access Paris";"EUR";"0.40";"0.40";"0.40";"0.40";"22/01/2019 17:04";"CET";"194";"77.60"
"EGIDE";"FR0000072373";"GID";"Euronext Paris";"EUR";"1.31";"1.395";"1.31";"1.32";"22/01/2019 17:35";"CET";"51937";"69151.98"
"EIFFAGE";"FR0000130452";"FGR";"Euronext Paris";"EUR";"78.48";"79.66";"77.84";"79.04";"22/01/2019 17:35";"CET";"216610";"17125597.20"
"EKINOPS";"FR0011466069";"EKI";"Euronext Paris";"EUR";"2.925";"2.925";"2.80";"2.805";"22/01/2019 17:35";"CET";"24151";"68991.07"
"ELEC.STRASBOURG";"FR0000031023";"ELEC";"Euronext Paris";"EUR";"102.00";"106.00";"102.00";"102.50";"22/01/2019 17:08";"CET";"765";"79223.00"
"ELECTRO POWER";"FR0012650166";"EPS";"Euronext Paris";"EUR";"14.30";"14.30";"13.55";"13.75";"22/01/2019 17:35";"CET";"6140";"85015.90"
"ELIA";"BE0003822393";"ELI";"Euronext Brussels";"EUR";"60.80";"61.40";"60.50";"60.80";"22/01/2019 17:35";"CET";"27543";"1677964.30"
"ELIOR GROUP";"FR0011950732";"ELIOR";"Euronext Paris";"EUR";"12.40";"13.05";"12.40";"12.42";"22/01/2019 17:38";"CET";"496213";"6228178.94"
"ELIS";"FR0012435121";"ELIS";"Euronext Paris";"EUR";"13.55";"13.75";"13.55";"13.63";"22/01/2019 17:35";"CET";"234662";"3202251.71"
"EMAKINA GROUP";"BE0003843605";"ALEMK";"Euronext Growth Brussels";"EUR";"13.50";"13.50";"13.50";"13.50";"10/01/2019 11:30";"CET";"1";"13.50"
"EMOVA BS";"FR0013245123";"ALEBS";"Euronext Growth Paris";"EUR";"0.0305";"0.0305";"0.0305";"0.0305";"24/09/2018 16:30";"CET";"37000";"1128.50"
"EMOVA GROUP";"FR0013356755";"ALEMV";"Euronext Growth Paris";"EUR";"3.73";"3.78";"3.59";"3.77";"22/01/2019 16:03";"CET";"1426";"5134.61"
"ENCRES DUBUIT";"FR0004030708";"ALDUB";"Euronext Growth Paris";"EUR";"5.14";"5.14";"5.14";"5.14";"22/01/2019 09:00";"CET";"201";"1033.14"
"ENENSYS";"FR0013330792";"ALNN6";"Euronext Growth Paris";"EUR";"3.20";"3.2095";"3.1305";"3.2095";"22/01/2019 15:32";"CET";"1082";"3416.35"
"ENERTIME";"FR0011915339";"ALENE";"Euronext Growth Paris";"EUR";"1.35";"1.35";"1.215";"1.28";"22/01/2019 17:09";"CET";"34557";"44471.76"
"ENGIE";"FR0010208488";"ENGI";"Euronext Paris, Brussels";"EUR";"13.645";"13.755";"13.615";"13.695";"22/01/2019 17:36";"CET";"3579941";"48998347.62"
"ENI";"IT0003132476";"ENI";"Traded not listed Brussels";"EUR";"14.84";"14.84";"14.84";"14.84";"22/01/2019 11:04";"CET";"175";"2597.00"
"ENTREPARTICULIERS";"FR0010424697";"ALENT";"Euronext Growth Paris";"EUR";"0.78";"0.79";"0.78";"0.79";"22/01/2019 17:21";"CET";"101";"79.78"
"ENTREPRENDRE";"FR0000045122";"ALENR";"Euronext Growth Paris";"EUR";"19.80";"19.80";"19.80";"19.80";"19/12/2018 11:30";"CET";"28";"554.40"
"ENVEA";"FR0010278762";"ALTEV";"Euronext Growth Paris";"EUR";"53.40";"53.80";"53.20";"53.20";"22/01/2019 13:40";"CET";"159";"8542.60"
"ENVIPCO";"NL0009901610";"ENVI";"Euronext Amsterdam, Brussels";"EUR";"11.70";"11.70";"11.30";"11.60";"22/01/2019 12:10";"CET";"251";"2853.60"
"EO2";"FR0010465534";"ALEO2";"Euronext Growth Paris";"EUR";"2.51";"2.53";"2.40";"2.48";"22/01/2019 17:27";"CET";"11268";"27736.16"
"EOS IMAGING";"FR0011191766";"EOSI";"Euronext Paris";"EUR";"2.61";"2.615";"2.58";"2.60";"22/01/2019 17:35";"CET";"7615";"19784.93"
"ERAMET";"FR0000131757";"ERA";"Euronext Paris";"EUR";"65.50";"66.80";"64.55";"64.80";"22/01/2019 17:35";"CET";"44529";"2910023.15"
"ERYTECH PHARMA";"FR0011471135";"ERYP";"Euronext Paris";"EUR";"7.07";"7.07";"6.90";"6.90";"22/01/2019 17:35";"CET";"19556";"136081.40"
"ESI GROUP";"FR0004110310";"ESI";"Euronext Paris";"EUR";"26.60";"26.60";"26.10";"26.50";"22/01/2019 17:35";"CET";"3012";"79730.35"
"ESKER";"FR0000035818";"ALESK";"Euronext Growth Paris";"EUR";"70.70";"71.20";"68.60";"69.20";"22/01/2019 17:35";"CET";"2417";"168488.50"
"ESPERITE";"NL0009272137";"ESP";"Euronext Amsterdam, Paris";"EUR";"0.119";"0.128";"0.119";"0.121";"22/01/2019 17:37";"CET";"826459";"101750.75"
"ESSILOR INTER NV19";"FR0013391968";"ELNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ESSILORLUXOTTICA";"FR0000121667";"EL";"Euronext Paris";"EUR";"112.00";"112.85";"111.90";"112.10";"22/01/2019 17:35";"CET";"664417";"74616861.00"
"ESSO";"FR0000120669";"ES";"Euronext Paris";"EUR";"33.80";"33.80";"33.10";"33.25";"22/01/2019 17:35";"CET";"497";"16666.15"
"EST REPUBLICAIN";"FR0005310463";"MLEST";"Euronext Access Paris";"EUR";"9.90";"9.90";"9.90";"9.90";"07/05/2018 16:30";"CET";"20";"198.00"
"ESTORIL SOL N";"PTESO0AM0000";"ESON";"Euronext Lisbon";"EUR";"10.80";"11.80";"10.80";"11.80";"14/01/2019 21:51";"BST";"65";"730.00"
"EURASIA FONC INV";"FR0000061475";"EFI";"Euronext Paris";"EUR";"0.244";"0.244";"0.244";"0.244";"07/01/2019 16:30";"CET";"1380";"336.71"
"EURASIA GROUPE";"FR0010844001";"ALEUA";"Euronext Growth Paris";"EUR";"7.05";"7.05";"7.05";"7.05";"02/01/2019 11:30";"CET";"100";"705.00"
"EURAZEO";"FR0000121121";"RF";"Euronext Paris";"EUR";"64.55";"64.55";"63.75";"64.40";"22/01/2019 17:35";"CET";"104658";"6728377.30"
"EURO RESSOURCES";"FR0000054678";"EUR";"Euronext Paris";"EUR";"3.06";"3.06";"2.95";"2.99";"22/01/2019 16:38";"CET";"11185";"33145.45"
"EUROBIO-SCIENTIFIC";"FR0013240934";"ALERS";"Euronext Growth Paris";"EUR";"3.61";"3.65";"3.54";"3.54";"22/01/2019 17:12";"CET";"12000";"43056.76"
"EUROCASTLE INVEST.";"GB00B94QM994";"ECT";"Euronext Amsterdam";"EUR";"6.58";"6.58";"6.58";"6.58";"22/01/2019 17:35";"CET";"1";"6.58"
"EUROCOMMERCIAL";"NL0000288876";"ECMPA";"Euronext Amsterdam, Brussels";"EUR";"26.92";"27.20";"26.64";"26.64";"22/01/2019 17:35";"CET";"69235";"1861626.44"
"EUROFINS CEREP";"FR0013256518";"ALECR";"Euronext Growth Paris";"EUR";"6650.00";"6650.00";"6650.00";"6650.00";"18/01/2019 16:30";"CET";"1";"6650.00"
"EUROFINS SCIE NV19";"FR0013383189";"ERFNV";"Euronext Paris";"EUR";"355.00";"355.00";"355.00";"355.00";"22/01/2019 16:30";"CET";"100";"35500.00"
"EUROFINS SCIENT.";"FR0000038259";"ERF";"Euronext Paris";"EUR";"360.00";"367.40";"359.40";"363.60";"22/01/2019 17:35";"CET";"30759";"11195166.40"
"EUROGERM";"FR0010452474";"ALGEM";"Euronext Growth Paris";"EUR";"34.40";"34.40";"34.40";"34.40";"22/01/2019 09:00";"CET";"1";"34.40"
"EUROLAND CORPORATE";"FR0010157115";"MLERO";"Euronext Access Paris";"EUR";"0.655";"0.655";"0.655";"0.655";"17/01/2019 11:30";"CET";"1";"0.66"
"EUROMEDIS GROUPE";"FR0000075343";"EMG";"Euronext Paris";"EUR";"6.60";"6.60";"6.60";"6.60";"22/01/2019 09:00";"CET";"1";"6.60"
"EURONAV";"BE0003816338";"EURN";"Euronext Brussels";"EUR";"6.71";"6.83";"6.66";"6.70";"22/01/2019 17:35";"CET";"252133";"1696677.25"
"EURONEXT";"NL0006294274";"ENX";"Euronext Paris, Amsterdam, Brussels";"EUR";"53.20";"53.20";"52.55";"52.75";"22/01/2019 17:35";"CET";"111918";"5907646.10"
"EURONEXT";"NL0006294274";"ENXP";"Euronext Lisbon";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"EUROPACORP";"FR0010490920";"ECP";"Euronext Paris";"EUR";"1.15";"1.15";"1.11";"1.145";"22/01/2019 17:35";"CET";"36657";"41264.45"
"EUROPCAR MOBILITY";"FR0012789949";"EUCAR";"Euronext Paris";"EUR";"7.80";"7.925";"7.77";"7.80";"22/01/2019 17:35";"CET";"148388";"1159703.15"
"EUROPLASMA";"FR0000044810";"ALEUP";"Euronext Growth Paris";"EUR";"0.041";"0.041";"0.0361";"0.038";"18/01/2019 17:35";"CET";"6643179";"250884.28"
"EUROPLASMA BSB";"FR0012160661";"EURBT";"Euronext Growth Paris";"EUR";"0.001";"0.001";"0.001";"0.001";"22/01/2019 10:40";"CET";"56";"0.06"
"EUROPLASMA BSC";"FR0013294089";"EURBU";"Euronext Growth Paris";"EUR";"0.0023";"0.0023";"0.0018";"0.0023";"22/01/2019 17:35";"CET";"346018";"751.44"
"EUROPUBLIDIS";"BE0003842599";"ALPBS";"Euronext Growth Brussels";"EUR";"0.28";"0.28";"0.28";"0.28";"13/12/2018 16:30";"CET";"600";"168.00"
"EUTELSAT COMMUNIC.";"FR0010221234";"ETL";"Euronext Paris";"EUR";"18.10";"18.365";"17.995";"18.355";"22/01/2019 17:35";"CET";"506165";"9246229.47"
"EVADIX";"BE0003840577";"ALEVA";"Euronext Growth Brussels";"EUR";"0.17";"0.17";"0.17";"0.17";"05/12/2018 16:30";"CET";"1100";"187.00"
"EVERSET";"FR0000044745";"MLEVE";"Euronext Access Paris";"EUR";"0.0005";"0.0005";"0.0005";"0.0005";"28/12/2018 16:30";"CET";"140";"0.07"
"EVOLIS";"FR0004166197";"ALTVO";"Euronext Growth Paris";"EUR";"21.70";"22.30";"21.70";"22.00";"22/01/2019 16:37";"CET";"5858";"128927.20"
"EVS BROADC.EQUIPM.";"BE0003820371";"EVS";"Euronext Brussels";"EUR";"22.00";"22.15";"21.90";"22.00";"22/01/2019 17:35";"CET";"6791";"149497.30"
"EXACOMPTA CLAIREF.";"FR0000064164";"EXAC";"Euronext Paris";"EUR";"122.00";"122.00";"122.00";"122.00";"22/01/2019 11:30";"CET";"10";"1220.00"
"EXEL INDUSTRIES";"FR0004527638";"EXE";"Euronext Paris";"EUR";"71.00";"75.00";"70.80";"74.20";"22/01/2019 16:27";"CET";"440";"31972.20"
"EXMAR";"BE0003808251";"EXM";"Euronext Brussels";"EUR";"6.36";"6.47";"6.20";"6.46";"22/01/2019 17:35";"CET";"45961";"292727.93"
"EXPLOS.PROD.CHI.PF";"FR0000037343";"EPCP";"Euronext Paris";"EUR";"860.00";"860.00";"860.00";"860.00";"18/01/2019 11:30";"CET";"2";"1720.00"
"EXPLOSIFS PROD.CHI";"FR0000039026";"EXPL";"Euronext Paris";"EUR";"820.00";"820.00";"820.00";"820.00";"04/01/2019 16:30";"CET";"5";"4100.00"
"FAGRON";"BE0003874915";"FAGR";"Euronext Brussels, Amsterdam";"EUR";"16.30";"16.56";"16.20";"16.21";"22/01/2019 17:35";"CET";"75498";"1234049.70"
"FARMINVESTE";"PTFNV1AM0002";"MLFMV";"Euronext Access Lisbon";"EUR";"4.10";"4.10";"4.10";"4.10";"22/01/2019 21:30";"BST";"400";"1640.00"
"FASHION B AIR";"FR0004034593";"ALFBA";"Euronext Growth Paris";"EUR";"0.274";"0.274";"0.274";"0.274";"22/01/2019 13:27";"CET";"4000";"1096.01"
"FAURECIA";"FR0000121147";"EO";"Euronext Paris";"EUR";"37.50";"37.89";"36.22";"36.73";"22/01/2019 17:35";"CET";"499105";"18452928.65"
"FAUVET GIREL";"FR0000063034";"FAUV";"Euronext Paris";"EUR";"32.20";"32.20";"32.20";"32.20";"26/09/2018 16:30";"CET";"47";"1513.40"
"FAYENC.SARREGUEMI.";"FR0000031973";"FAYE";"Euronext Paris";"EUR";"36.20";"36.20";"36.20";"36.20";"10/01/2019 11:30";"CET";"1";"36.20"
"FD";"FR0012300424";"MLFDV";"Euronext Access Paris";"EUR";"4.50";"4.50";"4.50";"4.50";"17/01/2019 16:30";"CET";"1";"4.50"
"FENALU";"PTFEN0AP0006";"FEN";"Euronext Access Lisbon";"EUR";"0.01";"0.01";"0.01";"0.01";"07/12/2018 21:30";"BST";"1000";"10.00"
"FERM.CAS.MUN.CANNE";"FR0000062101";"FCMC";"Euronext Paris";"EUR";"1380.00";"1380.00";"1380.00";"1380.00";"17/01/2019 12:12";"CET";"3";"4140.00"
"FERMENTALG";"FR0011271600";"FALG";"Euronext Paris";"EUR";"2.89";"2.89";"2.795";"2.82";"22/01/2019 17:19";"CET";"4056";"11544.01"
"FFP";"FR0000064784";"FFP";"Euronext Paris";"EUR";"89.30";"89.40";"88.00";"89.00";"22/01/2019 17:35";"CET";"2283";"202740.40"
"FIDUCIAL OFF.SOL.";"FR0000061418";"SACI";"Euronext Paris";"EUR";"28.40";"28.40";"28.40";"28.40";"22/01/2019 11:30";"CET";"1";"28.40"
"FIDUCIAL REAL EST.";"FR0000060535";"ORIA";"Euronext Paris";"EUR";"169.00";"171.00";"169.00";"171.00";"22/01/2019 16:30";"CET";"39";"6667.00"
"FIGEAC AERO";"FR0011665280";"FGA";"Euronext Paris";"EUR";"12.44";"12.80";"12.44";"12.62";"22/01/2019 17:35";"CET";"8548";"108173.48"
"FILAE";"FR0010221069";"ALFIL";"Euronext Growth Paris";"EUR";"5.20";"5.20";"5.20";"5.20";"18/01/2019 16:30";"CET";"10";"52.00"
"FIN.ETANG BERRE";"FR0000062341";"BERR";"Euronext Paris";"EUR";"5.75";"5.75";"5.75";"5.75";"22/01/2019 11:30";"CET";"86";"494.50"
"FIN.ETANG BERRE PF";"FR0000062507";"EBPF";"Euronext Paris";"EUR";"105.00";"105.00";"105.00";"105.00";"21/12/2018 16:30";"CET";"10";"1050.00"
"FIN.OUEST AFRICAIN";"SN0000033192";"FOAF";"Euronext Paris";"EUR";"4.02";"4.02";"4.02";"4.02";"27/11/2018 11:30";"CET";"45";"180.90"
"FINANCIERE MARJOS";"FR0000060824";"FINM";"Euronext Paris";"EUR";"0.216";"0.216";"0.216";"0.216";"18/01/2019 11:30";"CET";"700";"151.20"
"FINANCIERE ODET";"FR0000062234";"ODET";"Euronext Paris";"EUR";"794.00";"794.00";"790.00";"790.00";"22/01/2019 17:39";"CET";"139";"109882.00"
"FINATIS";"FR0000035123";"FNTS";"Euronext Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"22/01/2019 11:31";"CET";"201";"8040.00"
"FINAXO";"FR0010487272";"MLFXO";"Euronext Access Paris";"EUR";"4.70";"4.70";"4.70";"4.70";"25/07/2018 16:30";"CET";"1000";"4700.00"
"FIPP";"FR0000038184";"FIPP";"Euronext Paris";"EUR";"0.277";"0.30";"0.277";"0.30";"18/01/2019 17:17";"CET";"48599";"14312.86"
"FIRSTCAUTION";"CH0120879058";"MLFIR";"Euronext Access Paris";"EUR";"6.60";"6.60";"6.60";"6.60";"12/03/2018 12:15";"CET";"3800";"25080.00"
"FLEURY MICHON";"FR0000074759";"FLE";"Euronext Paris";"EUR";"44.70";"45.20";"44.10";"45.20";"22/01/2019 17:07";"CET";"363";"16229.20"
"FLEURYMBSAR22MAR20";"FR0011408731";"FLEBS";"Euronext Paris";"EUR";"8.00";"8.00";"8.00";"8.00";"27/09/2018 10:29";"CET";"500";"4000.00"
"FLEXDEAL";"PTFXD0AM0018";"FLEXD";"Euronext Lisbon";"EUR";"5.25";"5.25";"5.25";"5.25";"21/01/2019 16:19";"BST";"189";"992.25"
